year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program
2021,061122010255,0610255,Mary E. Silveira Elementary,0611220,Miller Creek Elementary,CA-2165318,2165318-6024194,375 Blackstone Dr.,San Rafael,CA,94903,375 Blackstone Dr.,San Rafael,CA,94903,(415)492-3741,6,38.037464,-122.544134,488,41860,21,6041,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,16.0,92.0,2.0,94.0,1,0,0,0,376.0,06010,06002,61122010255,602,83.0,-1.0
2021,061128001250,0601250,John Knight Middle,0611280,Dixon Unified,CA-4870532,4870532-6051023,455 E. A St.,Dixon,CA,95620,455 E. A St.,Dixon,CA,95620,(707)693-6350,6,38.446354,-121.817697,488,46700,31,6095,2,1,1,6.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,26.0,222.0,0.0,222.0,0,0,1,0,611.0,06004,06003,61128001250,603,195.0,-1.0
2021,061128001251,0601251,Dixon High,0611280,Dixon Unified,CA-4870532,4870532-4832259,555 College Way,Dixon,CA,95620,555 College Way,Dixon,CA,95620,(707)693-6330,6,38.437523,-121.817651,488,46700,41,6095,3,1,1,9.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,45.0,314.0,0.0,314.0,0,1,0,0,1051.0,06004,06003,61128001251,603,258.0,-1.0
2021,061128001253,0601253,Maine Prairie High (Continuation),0611280,Dixon Unified,CA-4870532,4870532-4830055,305 E. C St.,Dixon,CA,95620,305 E. C St.,Dixon,CA,95620,(707)693-6340,6,38.44786,-121.820126,488,46700,31,6095,3,4,1,10.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,5.0,51.0,0.0,51.0,0,1,0,0,81.0,06004,06003,61128001253,603,41.0,-1.0
2021,061128001254,0601254,Anderson (Linford L.) Elementary,0611280,Dixon Unified,CA-4870532,4870532-6051049,415 E. C St.,Dixon,CA,95620,415 E. C St.,Dixon,CA,95620,(707)693-6360,6,38.447776,-121.818485,488,46700,31,6095,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,18.0,226.0,0.0,226.0,1,0,0,0,474.0,06004,06003,61128001254,603,197.0,-1.0
2021,061128010328,0610328,Tremont Elementary,0611280,Dixon Unified,CA-4870532,4870532-6110282,355 Pheasant Run Dr.,Dixon,CA,95620,355 Pheasant Run Dr.,Dixon,CA,95620,(707)693-6320,6,38.447998,-121.844781,488,46700,31,6095,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,16.0,118.0,0.0,118.0,1,0,0,0,398.0,06004,06003,61128010328,603,112.0,-1.0
2021,061128010679,0610679,Gretchen Higgins Elementary,0611280,Dixon Unified,CA-4870532,4870532-6120240,1525 Pembroke Way,Dixon,CA,95620,1525 Pembroke Way,Dixon,CA,95620,(707)678-6271,6,38.460986,-121.82972,488,46700,31,6095,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,14.0,180.0,0.0,180.0,1,0,0,0,378.0,06004,06003,61128010679,603,139.0,-1.0
2021,061128011236,0611236,Dixon Community Day,0611280,Dixon Unified,CA-4870532,4870532-0102012,180 S. First St. Ste. 6,Dixon,CA,95620,295 E. C St.,Dixon,CA,95620,(707)693-6340,6,38.447848,-121.820285,488,46700,31,6095,3,4,1,7.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,,,,,0,1,1,0,0.0,06004,06003,61128011236,603,,-1.0
2021,061143001259,0601259,Douglas City Elementary,0611430,Douglas City Elementary,CA-5371696,5371696-6053722,PO Box 280,Douglas City,CA,96024,100 Sch Rd.,Douglas City,CA,96024,(530)623-6350,6,40.6528,-122.9439,-2,-2,43,6105,1,1,1,0.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,9.0,77.0,7.0,84.0,1,0,1,0,162.0,06002,06002,61143001259,602,63.0,-1.0
2021,061146001260,0601260,Alameda Elementary,0611460,Downey Unified,CA-1964451,1964451-6012744,8613 E. Alameda St.,Downey,CA,90242,8613 E. Alameda St.,Downey,CA,90242,(562)904-3589,6,33.9256,-118.1359,348,31080,21,6037,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,30.0,460.0,77.0,537.0,1,0,0,0,702.0,06058,06032,61146001260,640,301.0,-1.0
2021,061146001261,0601261,Carpenter (C. C.) Elementary,0611460,Downey Unified,CA-1964451,1964451-6012751,9439 E. Foster Rd.,Downey,CA,90242,9439 E. Foster Rd.,Downey,CA,90242,(562)904-3588,6,33.9105,-118.1327,348,31080,21,6037,1,1,1,0.0,2.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,16.0,141.0,41.0,182.0,1,0,0,0,412.0,06058,06032,61146001261,640,81.0,-1.0
2021,061146001262,0601262,Columbus (Christopher) High,0611460,Downey Unified,CA-1964451,1964451-1931625,12330 Woodruff Ave.,Downey,CA,90241,12330 Woodruff Ave.,Downey,CA,90241,(562)904-3552,6,33.9196,-118.116,348,31080,21,6037,3,4,1,10.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,19.0,212.0,37.0,249.0,0,1,0,0,336.0,06058,06032,61146001262,640,137.0,-1.0
2021,061146001264,0601264,Downey High,0611460,Downey Unified,CA-1964451,1964451-1932441,11040 Brookshire Ave.,Downey,CA,90241,11040 Brookshire Ave.,Downey,CA,90241,(562)869-7301,6,33.9391,-118.1255,348,31080,21,6037,3,1,1,9.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,171.0,2258.0,560.0,2818.0,0,1,0,0,4314.0,06058,06032,61146001264,640,1294.0,-1.0
2021,061146001265,0601265,Doty (Wendy Lopour) Middle,0611460,Downey Unified,CA-1964451,1964451-6057616,10301 S. Woodruff Ave.,Downey,CA,90241,10301 S. Woodruff Ave.,Downey,CA,90241,(562)904-3586,6,33.9429,-118.1121,348,31080,21,6037,2,1,1,6.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,48.0,697.0,171.0,868.0,0,0,1,0,1341.0,06058,06032,61146001265,640,410.0,-1.0
2021,061146001266,0601266,Gallatin Elementary,0611460,Downey Unified,CA-1964451,1964451-6012801,9513 Brookshire Ave.,Downey,CA,90240,9513 Brookshire Ave.,Downey,CA,90240,(562)904-3583,6,33.956,-118.1177,348,31080,21,6037,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,26.0,310.0,87.0,397.0,1,0,0,0,662.0,06058,06032,61146001266,640,187.0,-1.0
2021,061146001267,0601267,Gauldin (A.L.) Elementary,0611460,Downey Unified,CA-1964451,1964451-6012736,9724 Spry St.,Downey,CA,90242,9724 Spry St.,Downey,CA,90242,(562)904-3582,6,33.9204,-118.1201,348,31080,21,6037,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,24.0,386.0,56.0,442.0,1,0,0,0,566.0,06058,06032,61146001267,640,229.0,-1.0
2021,061146001268,0601268,Griffiths (Gordon) Middle,0611460,Downey Unified,CA-1964451,1964451-6057624,9633 Tweedy Ln.,Downey,CA,90240,9633 Tweedy Ln.,Downey,CA,90240,(562)904-3580,6,33.9585,-118.1295,348,31080,21,6037,2,1,1,6.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,51.0,678.0,170.0,848.0,0,0,1,0,1301.0,06058,06032,61146001268,640,406.0,-1.0
2021,061146001269,0601269,Imperial Elementary,0611460,Downey Unified,CA-1964451,1964451-6012819,8133 Imperial Hwy.,Downey,CA,90242,8133 Imperial Hwy.,Downey,CA,90242,(562)904-3578,6,33.9234,-118.1474,348,31080,21,6037,1,1,1,0.0,3.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,23.0,290.0,58.0,348.0,1,0,0,0,497.0,06058,06032,61146001269,640,178.0,-1.0
2021,061146001271,0601271,Price (Maude) Elementary,0611460,Downey Unified,CA-1964451,1964451-6012835,9525 S. Tweedy Ln.,Downey,CA,90240,9525 S. Tweedy Ln.,Downey,CA,90240,(562)904-3575,6,33.9603,-118.1282,348,31080,21,6037,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,28.0,373.0,71.0,444.0,1,0,0,0,734.0,06058,06032,61146001271,640,216.0,-1.0
2021,061146001273,0601273,Rio Hondo Elementary,0611460,Downey Unified,CA-1964451,1964451-6012868,7731 E. Muller St.,Downey,CA,90241,7731 E. Muller St.,Downey,CA,90241,(562)904-3568,6,33.9509,-118.1383,348,31080,21,6037,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,29.0,442.0,76.0,518.0,1,0,0,0,745.0,06058,06032,61146001273,640,273.0,-1.0
2021,061146001274,0601274,Rio San Gabriel Elementary,0611460,Downey Unified,CA-1964451,1964451-6012876,9338 Gotham St.,Downey,CA,90241,9338 Gotham St.,Downey,CA,90241,(562)904-3567,6,33.9382,-118.1122,348,31080,21,6037,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,29.0,337.0,75.0,412.0,1,0,0,0,708.0,06058,06032,61146001274,640,214.0,-1.0
2021,061146001275,0601275,Sussman (Edward A.) Middle,0611460,Downey Unified,CA-1964451,1964451-6057632,12500 Birchdale Ave.,Downey,CA,90242,12500 Birchdale Ave.,Downey,CA,90242,(562)904-3572,6,33.9205,-118.139,348,31080,21,6037,2,1,1,6.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,47.0,724.0,129.0,853.0,0,0,1,0,1123.0,06058,06032,61146001275,640,425.0,-1.0
2021,061146001277,0601277,Ward (E. W.) Elementary,0611460,Downey Unified,CA-1964451,1964451-6012777,8851 E. Adoree St.,Downey,CA,90242,8851 E. Adoree St.,Downey,CA,90242,(562)904-3591,6,33.915,-118.1411,348,31080,21,6037,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,22.0,349.0,64.0,413.0,1,0,0,0,522.0,06058,06032,61146001277,640,232.0,-1.0
2021,061146001278,0601278,Warren (Earl) High,0611460,Downey Unified,CA-1964451,1964451-1939164,8141 De Palma St.,Downey,CA,90241,8141 De Palma St.,Downey,CA,90241,(562)869-7306,6,33.9357,-118.1403,348,31080,21,6037,3,1,1,9.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,142.0,1844.0,461.0,2305.0,0,1,0,0,3451.0,06058,06032,61146001278,640,1063.0,-1.0
2021,061146001279,0601279,Stauffer (Mary R.) Middle,0611460,Downey Unified,CA-1964451,1964451-6057640,11985 Old River Sch Rd.,Downey,CA,90242,11985 Old River Sch Rd.,Downey,CA,90242,(562)904-3565,6,33.9391,-118.1577,348,31080,21,6037,2,1,1,6.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,53.0,805.0,176.0,981.0,0,0,1,0,1365.0,06058,06032,61146001279,640,482.0,-1.0
2021,061146001280,0601280,Williams (Spencer V.) Elementary,0611460,Downey Unified,CA-1964451,1964451-6012900,7530 E. Arnett St.,Downey,CA,90241,7530 E. Arnett St.,Downey,CA,90241,(562)904-3564,6,33.9437,-118.1485,348,31080,21,6037,1,1,1,0.0,3.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,26.0,371.0,70.0,441.0,1,0,0,0,614.0,06058,06032,61146001280,640,238.0,-1.0
2021,061146003196,0603196,Unsworth (Edith) Elementary,0611460,Downey Unified,CA-1964451,1964451-6012793,9001 Lindsey Ave.,Downey,CA,90240,9001 Lindsey Ave.,Downey,CA,90240,(562)904-3576,6,33.9562,-118.107,348,31080,21,6037,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,27.0,368.0,64.0,432.0,1,0,0,0,622.0,06058,06032,61146003196,640,238.0,-1.0
2021,061146007107,0607107,Old River Elementary,0611460,Downey Unified,CA-1964451,1964451-6114235,11995 Old River Sch Rd.,Downey,CA,90242,11995 Old River Sch Rd.,Downey,CA,90242,(562)904-3561,6,33.9377,-118.1564,348,31080,21,6037,1,1,1,4.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,19.0,339.0,69.0,408.0,1,0,0,0,579.0,06058,06032,61146007107,640,215.0,-1.0
2021,061146010237,0610237,Lewis (Ed C.) Elementary,0611460,Downey Unified,CA-1964451,1964451-6012785,13220 S. Bellflower Blvd.,Downey,CA,90242,13220 S. Bellflower Blvd.,Downey,CA,90242,(562)904-3590,6,33.9111,-118.1249,348,31080,21,6037,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,31.0,464.0,80.0,544.0,1,0,0,0,755.0,06058,06032,61146010237,640,270.0,-1.0
2021,061146014075,0614075,Woodruff Academy,0611460,Downey Unified,CA-1964451,1964451-0135335,12330 Woodruff Ave.,Downey,CA,90241,12330 Woodruff Ave.,Downey,CA,90241,(562)904-3552,6,33.919574,-118.115967,348,31080,21,6037,3,4,1,7.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,1.0,,,,0,1,1,0,8.0,06058,06032,61146014075,640,,-1.0
2021,061146014595,0614595,Pace (Lynn L.) Education Center,0611460,Downey Unified,CA-1964451,1964451-0141093,9625 Van Ruiten St.,Bellflower,CA,90241,9625 Van Ruiten St.,Bellflower,CA,90706,(562)904-3571,6,33.904114,-118.127199,348,31080,21,6037,7,4,1,7.0,10.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,2.0,8.0,1.0,9.0,0,1,1,0,18.0,06058,06032,61146014595,640,3.0,-1.0
2021,061149003494,0603494,Antelope Crossing Middle,0611490,Dry Creek Joint Elementary,CA-3166803,3166803-6112072,9200 Palmerson Dr.,Antelope,CA,95843,9200 Palmerson Dr.,Antelope,CA,95843,(916)745-2100,6,38.71888,-121.34087,472,40900,21,6067,2,1,1,6.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,41.0,389.0,45.0,434.0,0,0,1,0,936.0,06007,06004,61149003494,606,330.0,-1.0
2021,061149003503,0603503,Quail Glen Elementary,0611490,Dry Creek Joint Elementary,CA-3166803,3166803-6112403,1250 Canavari Dr.,Roseville,CA,95747,1250 Canavari Dr.,Roseville,CA,95747,(916)789-7100,6,38.774095,-121.335438,472,40900,12,6061,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,25.0,106.0,21.0,127.0,1,0,0,0,570.0,06006,06004,61149003503,604,89.0,-1.0
2021,061149007599,0607599,Olive Grove Elementary,0611490,Dry Creek Joint Elementary,CA-3166803,3166803-6115596,7926 Firestone Way,Antelope,CA,95843,7926 Firestone Way,Antelope,CA,95843,(916)727-7400,6,38.713789,-121.342178,472,40900,21,6067,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,26.0,211.0,17.0,228.0,1,0,0,0,536.0,06007,06004,61149007599,606,187.0,-1.0
2021,061149008253,0608253,Silverado Middle,0611490,Dry Creek Joint Elementary,CA-3166803,3166803-6115604,2525 Country Club Dr.,Roseville,CA,95747,2525 Country Club Dr.,Roseville,CA,95747,(916)780-2620,6,38.758149,-121.326946,472,40900,12,6061,2,1,1,6.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,41.0,211.0,54.0,265.0,0,0,1,0,925.0,06006,06004,61149008253,604,175.0,-1.0
2021,061149009791,0609791,Heritage Oak Elementary,0611490,Dry Creek Joint Elementary,CA-3166803,3166803-6108963,2271 Americana Dr.,Roseville,CA,95747,2271 Americana Dr.,Roseville,CA,95747,(916)773-3960,6,38.757299,-121.315678,472,40900,12,6061,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,29.0,132.0,25.0,157.0,1,0,0,0,609.0,06006,06004,61149009791,604,116.0,-1.0
2021,061149010268,0610268,Antelope Meadows Elementary,0611490,Dry Creek Joint Elementary,CA-3166803,3166803-6109862,8343 Palmerson Dr.,Antelope,CA,95843,8343 Palmerson Dr.,Antelope,CA,95843,(916)770-8816,6,38.72172,-121.359222,472,40900,21,6067,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,33.0,315.0,33.0,348.0,1,0,0,0,743.0,06007,06004,61149010268,606,264.0,-1.0
2021,061149010574,0610574,Coyote Ridge Elementary,0611490,Dry Creek Joint Elementary,CA-3166803,3166803-6119887,1751 Morning Star Dr.,Roseville,CA,95747,1751 Morning Star Dr.,Roseville,CA,95747,(916)774-8282,6,38.758934,-121.353228,472,40900,12,6061,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,32.0,219.0,29.0,248.0,1,0,0,0,742.0,06006,06004,61149010574,604,182.0,-1.0
2021,061149011703,0611703,Barrett Ranch Elementary,0611490,Dry Creek Joint Elementary,CA-3166803,3166803-0111104,7720 Ocean Park Dr.,Antelope,CA,95843,7720 Ocean Park Dr.,Antelope,CA,95843,(916)770-8839,6,38.708154,-121.350621,472,40900,21,6067,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,21.0,245.0,16.0,261.0,1,0,0,0,448.0,06007,06004,61149011703,606,211.0,-1.0
2021,061149013755,0613755,Creekview Ranch,0611490,Dry Creek Joint Elementary,CA-3166803,3166803-0129080,8779 Cook Riolo Rd.,Roseville,CA,95747,8779 Cook Riolo Rd.,Roseville,CA,95747,(916)770-8845,6,38.73848,-121.33347,472,40900,21,6061,1,1,1,0.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,38.0,250.0,34.0,284.0,1,0,1,0,730.0,06006,06004,61149013755,604,193.0,-1.0
2021,061149014498,0614498,Dry Creek Connections Academy,0611490,Dry Creek Joint Elementary,CA-3166803,3166803-0140301,8849 Cook Riolo Rd.,Roseville,CA,95747,8849 Cook Riolo Rd.,Roseville,CA,95747,(916)770-8858,6,38.738633,-121.33653,472,40900,21,6061,1,4,1,0.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,10.0,68.0,10.0,78.0,1,0,1,0,217.0,06006,06004,61149014498,604,60.0,-1.0
2021,061152001282,0601282,Andres Duarte Arts Academy (PK-8),0611520,Duarte Unified,CA-1964469,1964469-6012918,1620 Hntngtn Dr.,Duarte,CA,91010,1433 Crestfield Dr.,Duarte,CA,91010,(626)599-5100,6,34.136601,-117.952568,348,31080,21,6037,1,1,1,0.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,17.0,180.0,16.0,196.0,1,0,1,0,312.0,06048,06025,61152001282,632,142.0,-1.0
2021,061152001283,0601283,Beardslee Dual Language Immersion Academy (PK-8),0611520,Duarte Unified,CA-1964469,1964469-6012926,1620 Hntngtn Dr.,Duarte,CA,91010,1212 E. Kellwil Way,Duarte,CA,91010,(626)599-5200,6,34.1285,-117.979387,348,31080,21,6037,1,1,1,0.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,17.0,253.0,24.0,277.0,1,0,1,0,387.0,06048,06025,61152001283,632,178.0,-1.0
2021,061152001284,0601284,Duarte High,0611520,Duarte Unified,CA-1964469,1964469-1932482,1620 Hntngtn Dr.,Duarte,CA,91010,1565 E. Central Ave.,Duarte,CA,91010,(626)599-5700,6,34.136964,-117.970899,348,31080,21,6037,3,1,1,9.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,36.0,383.0,36.0,419.0,0,1,0,0,772.0,06048,06025,61152001284,632,303.0,-1.0
2021,061152001285,0601285,Maxwell Academy (PK-8),0611520,Duarte Unified,CA-1964469,1964469-6012934,1620 Hntngtn Dr.,Duarte,CA,91010,733 Euclid Ave.,Duarte,CA,91010,(626)599-5300,6,34.128856,-117.988965,348,31080,21,6037,1,1,1,0.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,21.0,290.0,11.0,301.0,1,0,1,0,404.0,06048,06022,61152001285,632,227.0,-1.0
2021,061152001286,0601286,Mt. Olive Innovation and Technology High,0611520,Duarte Unified,CA-1964469,1964469-1936079,1620 Hntngtn Dr.,Duarte,CA,91010,1238 Brycedale Ave.,Duarte,CA,91010,(626)599-5900,6,34.137263,-117.955192,348,31080,21,6037,3,4,1,9.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,4.0,46.0,4.0,50.0,0,1,0,0,86.0,06048,06025,61152001286,632,41.0,-1.0
2021,061152001288,0601288,Royal Oaks STEAM Academy (K-8),0611520,Duarte Unified,CA-1964469,1964469-6012942,1620 Hntngtn Dr.,Duarte,CA,91010,2499 Royal Oaks Dr.,Bradbury,CA,91008,(626)599-5400,6,34.144387,-117.952152,348,31080,21,6037,1,1,1,0.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,33.0,262.0,23.0,285.0,1,0,1,0,791.0,06048,06025,61152001288,627,202.0,-1.0
2021,061152001289,0601289,Valley View Acad of Tech and Creative Lrng (TK-6),0611520,Duarte Unified,CA-1964469,1964469-6012959,1620 Hntngtn Dr.,Duarte,CA,91010,237 Melcanyon Rd.,Duarte,CA,91010,(626)599-5500,6,34.149256,-117.940186,348,31080,21,6037,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,16.0,124.0,17.0,141.0,1,0,0,0,349.0,06048,06025,61152001289,632,85.0,-1.0
2021,061155001290,0601290,Ducor Union Elementary,0611550,Ducor Union Elementary,CA-5471894,5471894-6054019,PO Box 249,Ducor,CA,93218,23761 Ave. 56,Ducor,CA,93218,(559)534-2261,6,35.891104,-119.041255,-2,47300,42,6107,1,1,1,0.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,10.0,65.0,0.0,65.0,1,0,1,0,124.0,06026,06014,61155001290,621,60.0,-1.0
2021,061161001291,0601291,Dunham Elementary,0611610,Dunham Elementary,CA-4970672,4970672-6051700,4111 Roblar Rd.,Petaluma,CA,94952,4111 Roblar Rd.,Petaluma,CA,94952,(707)795-5050,6,38.320819,-122.757965,488,42220,41,6097,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0.0,3.0,0.0,3.0,1,0,0,0,10.0,06010,06002,61161001291,602,3.0,-1.0
2021,061161012748,0612748,Dunham Charter,0611610,Dunham Elementary,CA-4970672,4970672-0122440,4111 Roblar Rd.,Petaluma,CA,94952,4111 Roblar Rd.,Petaluma,CA,94952,(707)795-5050,6,38.320819,-122.757965,488,42220,41,6097,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,1,-1.0,-1.0,-1.0,6.0,31.0,8.0,39.0,1,0,0,0,139.0,06010,06002,61161012748,602,23.0,-1.0
2021,061167001292,0601292,Dunsmuir Elementary,0611670,Dunsmuir Elementary,CA-4770243,4770243-6050710,4760 Siskiyou Ave.,Dunsmuir,CA,96025,4760 Siskiyou Ave.,Dunsmuir,CA,96025,(530)235-4828,6,41.227062,-122.273743,-2,-2,42,6093,1,1,1,0.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,4.0,70.0,5.0,75.0,1,0,1,0,86.0,06001,06001,61167001292,601,66.0,-1.0
2021,061170001294,0601294,Dunsmuir High,0611700,Dunsmuir Joint Union High,CA-4770250,4770250-4732707,5805 High Sch Way,Dunsmuir,CA,96025,5805 High Sch Way,Dunsmuir,CA,96025,(530)235-4835,6,41.210162,-122.276475,-2,-2,42,6093,3,1,1,9.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,7.0,50.0,2.0,52.0,0,1,0,0,61.0,06001,06001,61170001294,601,42.0,-1.0
2021,061170007828,0607828,Dunsmuir Joint Union High Community Day,0611700,Dunsmuir Joint Union High,CA-4770250,4770250-4730164,5805 High Sch Way,Dunsmuir,CA,96025,5805 High Sch Way,Dunsmuir,CA,96025,(530)235-4835,6,41.210162,-122.276475,-2,-2,42,6093,3,4,1,9.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,,,,,0,1,0,0,0.0,06001,06001,61170007828,601,,-1.0
2021,061173001295,0601295,Durham Elementary,0611730,Durham Unified,CA-0461432,0461432-6003115,PO Box 700,Durham,CA,95938,9421 Putney Dr.,Durham,CA,95938,(530)895-4695,6,39.646724,-121.804654,-2,17020,41,6007,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,19.0,167.0,20.0,187.0,1,0,0,0,439.0,06003,06004,61173001295,601,131.0,-1.0
2021,061173001296,0601296,Durham High,0611730,Durham Unified,CA-0461432,0461432-0433201,PO Box 600,Durham,CA,95938,9455 Putney Dr.,Durham,CA,95938,(530)895-4685,6,39.64801,-121.803921,-2,17020,41,6007,3,1,1,9.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,17.0,106.0,23.0,129.0,0,1,0,0,301.0,06003,06004,61173001296,601,82.0,-1.0
2021,061173008824,0608824,Durham Intermediate,0611730,Durham Unified,CA-0461432,0461432-6105761,PO Box 310,Durham,CA,95938,9416 Putney Dr.,Durham,CA,95938,(530)895-4690,6,39.646988,-121.802941,-2,17020,41,6007,2,1,1,6.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,11.0,86.0,13.0,99.0,0,0,1,0,242.0,06003,06004,61173008824,601,73.0,-1.0
2021,061176001297,0601297,Earlimart Elementary,0611760,Earlimart Elementary,CA-5471902,5471902-6054027,PO Box 11970,Earlimart,CA,93219,192 S. Church Rd.,Earlimart,CA,93219,(661)849-2651,6,35.883658,-119.267642,-2,47300,31,6107,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,33.0,453.0,46.0,499.0,1,0,0,0,536.0,06026,06014,61176001297,621,267.0,-1.0
2021,061176001298,0601298,Earlimart Middle,0611760,Earlimart Elementary,CA-5471902,5471902-6054035,PO Box 11970,Earlimart,CA,93219,599 S. Sutter St.,Earlimart,CA,93219,(661)849-2611,6,35.887812,-119.27012,-2,47300,31,6107,2,1,1,6.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,26.0,431.0,32.0,463.0,0,0,1,0,494.0,06026,06014,61176001298,621,261.0,-1.0
2021,061176010446,0610446,Alila,0611760,Earlimart Elementary,CA-5471902,5471902-5430335,PO Box 11970,Earlimart,CA,93219,850 W. Washington Ave.,Earlimart,CA,93219,(661)849-4202,6,35.883505,-119.280963,-2,47300,41,6107,1,1,1,0.0,5.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,22.0,377.0,17.0,394.0,1,0,0,0,415.0,06026,06014,61176010446,621,253.0,-1.0
