crdc_id,year,ncessch,leaid,fips,num_classes_algebra1,num_taught_certified_algebra1,num_classes_algebra2,num_taught_certified_algebra2,num_classes_advanced_math,num_taught_certified_adv_math,num_classes_calculus,num_taught_certified_calculus,num_classes_biology,num_taught_certified_biology,num_classes_chemistry,num_taught_certified_chemistry,num_classes_geometry,num_taught_certified_geometry,num_classes_physics,num_taught_certified_physics,ap_courses_indicator,num_courses_ap,students_select_ap_indicator,ap_courses_math_indicator,ap_courses_science_indicator,ap_courses_other_indicator,sch_dual_indicator,gifted_talented_indicator,sports_single_sex_indicator,sports_single_sex_m,sports_single_sex_f,teams_single_sex_m,teams_single_sex_f,participants_single_sex_sports_m,participants_single_sex_sports_f,classes_single_sex_indicator,participants_single_sex_sports,classes_single_sex_alg_geom_m,classes_single_sex_alg_geom_f,classes_single_sex_alg_geom,classes_single_sex_othermath_m,classes_single_sex_othermath_f,classes_single_sex_othermath,classes_single_sex_science_m,classes_single_sex_science_f,classes_single_sex_science,classes_single_sex_english_m,classes_single_sex_english_f,classes_single_sex_english,classes_single_sex_other_m,classes_single_sex_other_f,classes_single_sex_other
060744000702,2017,060744000702,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744000703,2017,060744000703,0607440,6,3.000,0.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,2.000,1.000,1.000,1.000,0,-1.000,-3,-3,-3,-3,0,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744000704,2017,060744000704,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744000705,2017,060744000705,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744000745,2017,060744000745,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744002328,2017,060744002328,0607440,6,30.000,22.000,20.000,20.000,18.000,18.000,5.000,5.000,29.000,29.000,22.000,17.000,23.000,22.000,14.000,14.000,1,15.000,1,1,1,1,1,1,1,14,13,37,33,838,599,0,1437,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744002334,2017,060744002334,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744003361,2017,060744003361,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744003367,2017,060744003367,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744003373,2017,060744003373,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744003383,2017,060744003383,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744003389,2017,060744003389,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744006094,2017,060744006094,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744007187,2017,060744007187,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744007188,2017,060744007188,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744007270,2017,060744007270,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744007587,2017,060744007587,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744008537,2017,060744008537,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744008538,2017,060744008538,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744008539,2017,060744008539,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744008540,2017,060744008540,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744008541,2017,060744008541,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744008543,2017,060744008543,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744008750,2017,060744008750,0607440,6,20.000,9.000,16.000,14.000,15.000,15.000,5.000,5.000,27.000,25.000,19.000,14.000,21.000,14.000,6.000,6.000,1,19.000,0,1,1,1,1,1,1,13,12,31,27,771,691,0,1462,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744008751,2017,060744008751,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744008752,2017,060744008752,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744009118,2017,060744009118,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744009119,2017,060744009119,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744009523,2017,060744009523,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744009745,2017,060744009745,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744010568,2017,060744010568,0607440,6,1.000,1.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744010569,2017,060744010569,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744010984,2017,060744010984,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744011233,2017,060744011233,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744011248,2017,060744011248,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744011266,2017,060744011266,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744011267,2017,060744011267,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744011268,2017,060744011268,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744011701,2017,060744011701,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744011854,2017,060744011854,0607440,6,21.000,16.000,16.000,14.000,12.000,12.000,3.000,3.000,29.000,24.000,12.000,12.000,17.000,14.000,13.000,13.000,1,19.000,0,1,1,1,1,1,1,13,12,35,29,748,501,0,1249,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744011903,2017,060744011903,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744012093,2017,060744012093,0607440,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060744012894,2017,060744012894,0607440,6,1.000,1.000,2.000,2.000,3.000,3.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,-2.000,1,5.000,0,1,1,1,1,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060747000706,2017,060747000706,0607470,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060747000707,2017,060747000707,0607470,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750000708,2017,060750000708,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750000709,2017,060750000709,0607500,6,17.000,17.000,14.000,14.000,10.000,10.000,4.000,4.000,21.000,21.000,7.000,7.000,18.000,18.000,16.000,16.000,1,20.000,1,1,1,1,1,1,1,13,12,31,23,589,377,0,966,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750000710,2017,060750000710,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750000711,2017,060750000711,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750000712,2017,060750000712,0607500,6,2.000,2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,4.000,4.000,0.000,-2.000,2.000,2.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750000713,2017,060750000713,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750000715,2017,060750000715,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750008311,2017,060750008311,0607500,6,1.000,1.000,2.000,2.000,3.000,3.000,1.000,1.000,3.000,3.000,2.000,2.000,2.000,2.000,1.000,1.000,1,4.000,1,1,1,1,0,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750008312,2017,060750008312,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750008606,2017,060750008606,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750009120,2017,060750009120,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750009747,2017,060750009747,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750010643,2017,060750010643,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750011402,2017,060750011402,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750011987,2017,060750011987,0607500,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750013058,2017,060750013058,0607500,6,4.000,4.000,8.000,8.000,7.000,7.000,4.000,4.000,8.000,8.000,14.000,14.000,6.000,6.000,2.000,2.000,1,13.000,1,1,1,1,1,1,1,11,12,22,21,369,261,0,630,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060750013210,2017,060750013210,0607500,6,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060753000716,2017,060753000716,0607530,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060753000717,2017,060753000717,0607530,6,2.000,0.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,1.000,0.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060753000718,2017,060753000718,0607530,6,5.000,5.000,7.000,7.000,11.000,11.000,4.000,4.000,7.000,7.000,16.000,11.000,9.000,9.000,1.000,0.000,1,18.000,1,1,1,1,0,0,1,2,2,5,4,126,73,0,199,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060753000719,2017,060753000719,0607530,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060753000720,2017,060753000720,0607530,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060753000723,2017,060753000723,0607530,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060753013242,2017,060753013242,0607530,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060753014185,2017,060753014185,0607530,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
