ncessch,school_name,latitude,longitude,enrollment,teachers_fte,school_level,school_type,student_teacher_ratio,norm_enrollment,norm_student_teacher_ratio,total_athletes,norm_total_athletes,city_location,lea_name,is_magnet,ap_count,stem_score,arts_participants,world_lang,norm_ap_count,norm_arts,norm_world_lang
060011609296,North Fork Elementary,37.2274,-119.5017,211.0,10.0,1,1,21.1,0.0140327430671566,0.0522146507666098,-4.0,0.0,North Fork,Chawanakee Unified,1,0,0.2898,281,42,0.0,0.45932203389830506,0.010334645669291338
060011609482,Spring Valley Elementary,37.1212,-119.7001,237.0,10.0,1,1,23.7,0.0157701303040427,0.0588586030664395,-4.0,0.0,O'Neals,Chawanakee Unified,0,0,0.0854,129,35,0.0,0.20169491525423727,0.00861220472440945
060011610544,Mountain Oaks High,37.227236,-119.505627,16.0,3.0,3,1,5.333333333333333,0.0010023387905111,0.0119250425894378,-4.0,0.0,North Fork,Chawanakee Unified,0,0,0.1094,282,2,0.0,0.4610169491525423,0.0004921259842519685
060011612212,Minarets High,37.124457,-119.729959,223.0,9.0,3,1,24.77777777777778,0.0148346140995656,0.0616127200454287,25.0,0.0124197002141327,O'Neals,Chawanakee Unified,1,0,0.4425,33,83,0.0,0.03898305084745762,0.02042322834645669
060011613035,Minarets Charter High,37.124457,-119.729959,278.0,14.0,3,1,19.857142857142858,0.01850985633144,0.0490386955463616,65.0,0.0295503211991434,O'Neals,Chawanakee Unified,0,0,0.0887,188,19,0.0,0.30169491525423725,0.004675196850393701
060011614261,Hillside Elementary,36.96968,-119.779578,264.0,13.0,1,1,20.307692307692307,0.0175743401269629,0.0501900144148866,0.0,0.001713062098501,Madera,Chawanakee Unified,0,0,0.1726,189,72,0.0,0.30338983050847457,0.017716535433070866
060015310929,Alhambra High,34.0929,-118.1288,2185.0,95.0,3,1,23.0,0.1459405278984296,0.0570698466780238,829.0,0.3567451820128479,Alhambra,Alhambra Unified,0,0,0.1868,174,684,0.0,0.27796610169491526,0.16830708661417323
060015310930,Mark Keppel High,34.0705,-118.1156,2208.0,81.0,3,1,27.25925925925926,0.1474774473772135,0.0679538141207647,721.0,0.310492505353319,Alhambra,Alhambra Unified,1,0,0.4401,54,764,0.0,0.07457627118644068,0.18799212598425197
060015310931,San Gabriel High,34.0933,-118.1087,1767.0,74.0,3,1,23.87837837837838,0.1180086869361844,0.059314425157696,634.0,0.2732334047109208,San Gabriel,Alhambra Unified,0,0,0.0519,14,448,0.0,0.006779661016949153,0.11023622047244094
060015310932,Independence High (Alternative),34.090661,-118.141227,216.0,8.0,3,4,27.0,0.014366855997327,0.0672913117546848,-4.0,0.0,Alhambra,Alhambra Unified,0,0,0.2009,263,42,0.0,0.42881355932203385,0.010334645669291338
060015310934,Brightwood Elementary,34.0461,-118.1526,829.0,34.0,1,1,24.38235294117647,0.0553291012362178,0.0606022647559875,-4.0,0.0,Monterey Park,Alhambra Unified,0,0,0.0487,249,325,0.0,0.40508474576271186,0.07997047244094488
060015310935,Emery Park Elementary,34.0881,-118.1547,390.0,20.0,1,1,19.5,0.0259939859672569,0.0481260647359454,-4.0,0.0,Alhambra,Alhambra Unified,0,0,0.0243,150,153,0.0,0.23728813559322032,0.03764763779527559
060015310936,Fremont Elementary,34.0707,-118.1509,577.0,28.0,1,1,20.607142857142858,0.0384898095556298,0.0509552202482355,-4.0,0.0,Alhambra,Alhambra Unified,0,0,0.1169,51,139,0.0,0.06949152542372881,0.03420275590551181
060015310937,Garfield Elementary,34.1011,-118.1329,592.0,32.0,1,1,18.5,0.0394921483461409,0.0455706984667802,-4.0,0.0,Alhambra,Alhambra Unified,0,0,0.0741,265,215,0.0,0.43220338983050843,0.05290354330708661
060015310938,Granada Elementary,34.0984,-118.1167,373.0,21.0,1,1,17.761904761904763,0.0248580020046775,0.0436845947919201,-4.0,0.0,Alhambra,Alhambra Unified,0,0,0.1132,40,82,0.0,0.05084745762711865,0.020177165354330708
060015310939,Marguerita Elementary,34.0749,-118.1385,511.0,24.0,1,1,21.291666666666668,0.0340795188773805,0.0527044293015332,-4.0,0.0,Alhambra,Alhambra Unified,0,0,0.1002,226,183,0.0,0.36610169491525424,0.045029527559055114
060015310940,Martha Baldwin Elementary,34.085,-118.1159,963.0,38.0,1,1,25.34210526315789,0.0642833277647845,0.0630547834663319,-4.0,0.0,Alhambra,Alhambra Unified,0,0,0.0754,366,293,0.0,0.6033898305084746,0.07209645669291338
060015310941,Monterey Highlands Elementary,34.0578,-118.1549,946.0,41.0,1,1,23.07317073170732,0.0631473438022051,0.0572568246977188,-4.0,0.0,Monterey Park,Alhambra Unified,0,0,0.0441,162,306,0.0,0.2576271186440678,0.07529527559055119
060015310942,Park Elementary,34.0953,-118.1429,689.0,30.0,1,1,22.966666666666665,0.0459739391914467,0.056984667802385,-4.0,0.0,Alhambra,Alhambra Unified,0,0,0.1791,76,65,0.0,0.11186440677966102,0.015994094488188976
060015310943,Ramona Elementary,34.0762,-118.1286,726.0,32.0,1,1,22.6875,0.0484463748747076,0.0562712947189097,-4.0,0.0,Alhambra,Alhambra Unified,0,0,0.0321,265,76,0.0,0.43220338983050843,0.018700787401574805
060015310944,Repetto Elementary,34.0536,-118.1283,718.0,28.0,1,1,25.642857142857142,0.047911794186435,0.0638233146751034,-4.0,0.0,Monterey Park,Alhambra Unified,1,0,0.4306,130,173,0.0,0.20338983050847456,0.042568897637795276
060015310945,William Northrup Elementary,34.0863,-118.135,804.0,39.0,1,1,20.615384615384617,0.0536585365853658,0.0509762809592451,-4.0,0.0,Alhambra,Alhambra Unified,1,0,0.3497,21,139,0.0,0.01864406779661017,0.03420275590551181
060015310946,Ynez Elementary,34.0614,-118.1286,721.0,30.0,1,1,24.03333333333333,0.0481122619445372,0.0597103918228279,-4.0,0.0,Monterey Park,Alhambra Unified,1,0,0.3841,299,62,0.0,0.48983050847457626,0.015255905511811024
060015811503,John H. Pitman High,37.5298,-120.8788,2076.0,95.0,3,1,21.852631578947367,0.138656866020715,0.0541379001165605,574.0,0.2475374732334047,Turlock,Turlock Unified,1,0,0.2779,271,388,0.0,0.44237288135593217,0.09547244094488189
060015811504,Roselawn High,37.495017,-120.875428,204.0,11.0,3,4,18.545454545454547,0.0135649849649181,0.045686851479015,-4.0,0.0,Turlock,Turlock Unified,0,0,0.1841,31,74,0.0,0.035593220338983045,0.018208661417322834
060015811505,Turlock High,37.4994,-120.8323,2512.0,119.0,3,1,21.10924369747899,0.1677915135315736,0.05223827179935,661.0,0.284796573875803,Turlock,Turlock Unified,0,0,0.0544,242,469,0.0,0.3932203389830508,0.11540354330708662
060015811506,Turlock Junior High,37.5283,-120.8687,1310.0,62.0,2,1,21.12903225806452,0.08747076511861,0.0522888388195856,-4.0,0.0,Turlock,Turlock Unified,0,0,0.0553,208,357,0.0,0.33559322033898303,0.08784448818897637
060015811508,Crowell Elementary,37.5092,-120.8475,655.0,31.0,1,1,21.12903225806452,0.043701971266288,0.0522888388195856,-4.0,0.0,Turlock,Turlock Unified,0,0,0.1943,37,229,0.0,0.04576271186440678,0.05634842519685039
060015811509,Cunningham Elementary,37.4773,-120.8523,586.0,25.0,1,1,23.44,0.0390912128299365,0.0581942078364565,-4.0,0.0,Turlock,Turlock Unified,0,0,0.0583,105,185,0.0,0.16101694915254236,0.04552165354330709
060015811510,Julien Elementary,37.4992,-120.8277,830.0,37.0,1,1,22.43243243243243,0.0553959238222519,0.0556195036603895,-4.0,0.0,Turlock,Turlock Unified,0,0,0.2045,120,184,0.0,0.18644067796610167,0.045275590551181105
060015811511,Osborn Two-Way Immersion Academy,37.4935,-120.8632,814.0,34.0,1,1,23.94117647058824,0.0543267624457066,0.059474897284297,-4.0,0.0,Turlock,Turlock Unified,0,0,0.2125,204,234,0.0,0.3288135593220339,0.05757874015748032
060015811512,Wakefield Elementary,37.4847,-120.8534,695.0,32.0,1,1,21.71875,0.0463748747076511,0.0537957836456558,-4.0,0.0,Turlock,Turlock Unified,0,0,0.1443,48,152,0.0,0.06440677966101695,0.03740157480314961
060015811513,Walter M. Brown Elementary,37.5178,-120.8643,620.0,28.0,1,1,22.142857142857142,0.0413631807550952,0.054879532733025,-4.0,0.0,Turlock,Turlock Unified,0,0,0.0481,117,180,0.0,0.1813559322033898,0.04429133858267716
060015811515,Dennis G. Earl Elementary,37.5307,-120.8411,813.0,34.0,1,1,23.91176470588235,0.0542599398596725,0.0593997394528509,-4.0,0.0,Turlock,Turlock Unified,0,0,0.1076,237,246,0.0,0.3847457627118644,0.06053149606299212
060015811516,Marvin A. Dutcher Middle,37.5064,-120.8364,783.0,37.0,2,1,21.16216216216216,0.0522552622786501,0.0523734978590174,-4.0,0.0,Turlock,Turlock Unified,0,0,0.1185,153,43,0.0,0.2423728813559322,0.010580708661417323
060015811816,Sandra Tovar Medeiros Elementary,37.534,-120.8566,764.0,37.0,1,1,20.64864864864865,0.0509856331440026,0.0510612827478244,-4.0,0.0,Turlock,Turlock Unified,1,0,0.3479,175,81,0.0,0.2796610169491525,0.019931102362204724
060015812175,Walnut Elementary Education Center,37.532362,-120.868093,856.0,36.0,1,1,23.77777777777778,0.0571333110591379,0.0590573537762634,-4.0,0.0,Turlock,Turlock Unified,0,0,0.1061,76,70,0.0,0.11186440677966102,0.0172244094488189
060015901473,Etna Elementary,41.458125,-122.89514,128.0,6.0,1,1,21.33333333333333,0.008486468426328,0.0528109028960817,-4.0,0.0,Etna,Scott Valley Unified,0,0,0.1379,86,16,0.0,0.1288135593220339,0.003937007874015748
060015901474,Etna Union High,41.460978,-122.898945,190.0,13.0,3,1,14.615384615384617,0.012629468760441,0.0356440833442537,111.0,0.0492505353319057,Etna,Scott Valley Unified,0,0,0.0483,231,63,0.0,0.37457627118644066,0.015501968503937008
060015901615,Fort Jones Elementary,41.604442,-122.846137,128.0,6.0,1,1,21.33333333333333,0.008486468426328,0.0528109028960817,-4.0,0.0,Fort Jones,Scott Valley Unified,0,0,0.1199,144,23,0.0,0.22711864406779658,0.005659448818897638
060015904089,Scott River High,41.460446,-122.900752,16.0,1.0,3,4,16.0,0.0010023387905111,0.0391822827938671,-4.0,0.0,Etna,Scott Valley Unified,0,0,0.1413,97,2,0.0,0.14745762711864405,0.0004921259842519685
060015908834,Scott Valley Junior High,41.610135,-122.843426,153.0,8.0,2,1,19.125,0.01015703307718,0.0471678023850085,-4.0,0.0,Fort Jones,Scott Valley Unified,0,0,0.0351,20,45,0.0,0.01694915254237288,0.01107283464566929
060016000936,Coarsegold Elementary,37.255541,-119.717838,241.0,12.0,1,1,20.08333333333333,0.016037420648179,0.0496166950596252,-4.0,0.0,Coarsegold,Yosemite Unified,0,0,0.2048,137,90,0.0,0.21525423728813559,0.02214566929133858
060016007023,Yosemite High,37.329189,-119.632529,565.0,25.0,3,1,22.6,0.0376879385232208,0.0560477001703577,365.0,0.1580299785867237,Oakhurst,Yosemite Unified,0,0,0.1476,103,199,0.0,0.15762711864406778,0.04896653543307086
060016007902,Ahwahnee High,37.32597,-119.630689,19.0,1.0,3,4,19.0,0.0012028065486134,0.0468483816013628,-4.0,0.0,Oakhurst,Yosemite Unified,0,0,0.2063,171,5,0.0,0.27288135593220336,0.0012303149606299212
060016009210,Raymond Granite High,37.208258,-119.906144,3.0,1.0,3,4,3.0,0.0001336451720681,0.0059625212947189,-4.0,0.0,Raymond,Yosemite Unified,0,0,0.0989,284,0,0.0,0.4644067796610169,0.0
060016010252,Rivergold Elementary,37.208494,-119.781175,398.0,18.0,1,1,22.11111111111111,0.0265285666555295,0.0547984099943214,-4.0,0.0,Coarsegold,Yosemite Unified,1,0,0.3219,21,90,0.0,0.01864406779661017,0.02214566929133858
060016010254,Evergreen High,37.329189,-119.632529,40.0,2.0,3,4,20.0,0.0026060808553291,0.0494037478705281,-4.0,0.0,Oakhurst,Yosemite Unified,1,0,0.372,319,14,0.0,0.5237288135593221,0.0034448818897637795
060016012074,Yosemite Falls Education Center,37.329189,-119.632529,101.0,3.0,4,4,33.666666666666664,0.0066822586034079,0.0843270868824531,-4.0,0.0,Oakhurst,Yosemite Unified,0,0,0.0445,244,36,0.0,0.3966101694915254,0.008858267716535433
060133106604,Alps View High (Continuation),40.739653,-122.947791,19.0,1.0,3,4,19.0,0.0012028065486134,0.0468483816013628,-4.0,0.0,Weaverville,Trinity Alps Unified,0,0,0.0768,124,1,0.0,0.19322033898305083,0.00024606299212598425
060133106605,Trinity High,40.739653,-122.947791,315.0,17.0,3,1,18.529411764705884,0.0209822920147009,0.0456458562982262,120.0,0.0531049250535331,Weaverville,Trinity Alps Unified,0,0,0.1246,134,90,0.0,0.21016949152542372,0.02214566929133858
060133106872,Weaverville Elementary,40.73307,-122.93605,323.0,17.0,1,1,19.0,0.0215168727029736,0.0468483816013628,-4.0,0.0,Weaverville,Trinity Alps Unified,0,0,0.0269,166,29,0.0,0.26440677966101694,0.007135826771653543
060133201201,Del Paso Heights Elementary,38.634083,-121.452949,440.0,18.0,1,1,24.444444444444443,0.0293351152689609,0.0607609312890403,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.1248,150,112,0.0,0.23728813559322032,0.027559055118110236
060133201202,Fairbanks Elementary,38.62674,-121.461795,352.0,15.0,1,1,23.466666666666665,0.0234547276979619,0.0582623509369676,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.1161,125,73,0.0,0.19491525423728812,0.01796259842519685
060133201984,Foothill Ranch Middle,38.675603,-121.347771,422.0,23.0,2,1,18.347826086956523,0.0281323087203474,0.045181838382342,-4.0,0.0,Sacramento,Twin Rivers Unified,1,0,0.3473,207,105,0.0,0.3338983050847457,0.025836614173228346
060133201985,Foothill High,38.679794,-121.348553,1183.0,52.0,3,1,22.75,0.0789842966922819,0.0564310051107325,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.1945,230,428,0.0,0.3728813559322034,0.10531496062992125
060133201987,Grant Union High,38.636213,-121.435059,2088.0,96.0,3,1,21.75,0.1394587370531239,0.0538756388415673,40.0,0.0188436830835117,Sacramento,Twin Rivers Unified,0,0,0.1902,275,542,0.0,0.4491525423728813,0.13336614173228345
060133201988,Highlands High,38.688071,-121.358922,723.0,39.0,3,1,18.53846153846154,0.0482459071166054,0.045668981784825,48.0,0.0222698072805139,North Highlands,Twin Rivers Unified,0,0,0.127,230,134,0.0,0.3728813559322034,0.03297244094488189
060133201991,Rio Linda High,38.682979,-121.439773,1648.0,80.0,3,1,20.6,0.1100567991981289,0.0509369676320272,105.0,0.0466809421841541,Rio Linda,Twin Rivers Unified,1,0,0.3281,274,469,0.0,0.44745762711864406,0.11540354330708662
060133201992,Rio Linda Preparatory Academy,38.680787,-121.442163,343.0,17.0,2,1,20.176470588235293,0.0228533244236551,0.0498546948592043,-4.0,0.0,Rio Linda,Twin Rivers Unified,0,0,0.3748,145,43,0.0,0.22881355932203387,0.010580708661417323
060133201993,Rio Tierra Junior High,38.625196,-121.481033,295.0,18.0,2,1,16.38888888888889,0.0196458402940193,0.0401760363429869,-4.0,0.0,Sacramento,Twin Rivers Unified,1,0,0.3992,131,102,0.0,0.20508474576271185,0.025098425196850394
060133203711,Foothill Oaks Elementary,38.691507,-121.334669,486.0,22.0,1,1,22.09090909090909,0.0324089542265285,0.0547467864333281,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.0601,100,46,0.0,0.15254237288135591,0.011318897637795276
060133204148,Smythe Academy of Arts and Sciences,38.615271,-121.476073,1115.0,47.0,1,1,23.72340425531915,0.0744403608419645,0.058918409511037,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.2412,310,202,0.0,0.5084745762711864,0.04970472440944882
060133204149,D. W. Babcock Elementary,38.609331,-121.425917,318.0,14.0,1,1,22.714285714285715,0.0211827597728032,0.0563397420296909,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.1844,227,122,0.0,0.3677966101694915,0.030019685039370077
060133204151,Hagginwood Elementary,38.622445,-121.433511,342.0,14.0,1,1,24.428571428571427,0.0227865018376211,0.0607203699196884,-4.0,0.0,Sacramento,Twin Rivers Unified,1,0,0.3158,144,51,0.0,0.22711864406779658,0.012549212598425197
060133204153,Hazel Strauch Elementary,38.624235,-121.481113,608.0,24.0,1,1,25.33333333333333,0.0405613097226862,0.0630323679727427,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.0185,57,182,0.0,0.07966101694915255,0.04478346456692913
060133204154,Michael J. Castori Elementary,38.633154,-121.424304,597.0,25.0,1,1,23.88,0.0398262612763114,0.0593185689948892,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.0574,89,54,0.0,0.13389830508474576,0.01328740157480315
060133204155,Las Palmas Elementary,38.619392,-121.455927,969.0,36.0,1,1,26.916666666666668,0.0646842632809889,0.0670783645655877,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.1171,124,296,0.0,0.19322033898305083,0.07283464566929133
060133204156,Northwood Elementary,38.613978,-121.437563,351.0,16.0,1,1,21.9375,0.0233879051119278,0.0543547700170357,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.1189,60,76,0.0,0.0847457627118644,0.018700787401574805
060133204157,Woodlake Elementary,38.602973,-121.450885,266.0,12.0,1,1,22.166666666666668,0.017707985299031,0.0549403747870528,-4.0,0.0,Sacramento,Twin Rivers Unified,1,0,0.2829,357,52,0.0,0.588135593220339,0.012795275590551181
060133205023,Westside Preparatory Charter,38.686459,-121.466628,406.0,20.0,2,1,20.3,0.0270631473438022,0.0501703577512776,-4.0,0.0,Rio Linda,Twin Rivers Unified,1,0,0.3966,600,35,0.0,1.0,0.00861220472440945
060133205094,Warren A. Allison Elementary,38.68975,-121.364739,353.0,16.0,1,1,22.0625,0.0235215502839959,0.0546741908006814,-4.0,0.0,North Highlands,Twin Rivers Unified,0,0,0.1016,298,114,0.0,0.488135593220339,0.028051181102362203
060133205095,Dry Creek Elementary,38.679487,-121.436757,582.0,24.0,1,1,24.25,0.0388239224858002,0.0602640545144804,-4.0,0.0,Rio Linda,Twin Rivers Unified,0,0,0.1402,232,181,0.0,0.3762711864406779,0.04453740157480315
060133205096,Frederick Joyce Elementary,38.676293,-121.382459,534.0,22.0,1,1,24.27272727272728,0.0356164383561643,0.0603221310205978,-4.0,0.0,North Highlands,Twin Rivers Unified,0,0,0.208,201,148,0.0,0.32372881355932204,0.03641732283464567
060133205097,Frontier Elementary,38.683267,-121.343594,402.0,16.0,1,1,25.125,0.0267958569996658,0.0625,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.0482,200,66,0.0,0.3220338983050847,0.01624015748031496
060133205098,Hillsdale Elementary,38.686028,-121.35668,261.0,15.0,1,1,17.4,0.0173738723688606,0.0427597955706984,-4.0,0.0,North Highlands,Twin Rivers Unified,0,0,0.1253,246,58,0.0,0.39999999999999997,0.014271653543307086
060133205100,Kohler Elementary,38.679028,-121.365941,431.0,18.0,1,1,23.944444444444443,0.0287337119946541,0.0594832481544576,-4.0,0.0,North Highlands,Twin Rivers Unified,1,0,0.3531,93,126,0.0,0.1406779661016949,0.031003937007874016
060133205102,Madison Elementary,38.662168,-121.369694,671.0,28.0,1,1,23.964285714285715,0.0447711326428332,0.0595339498661474,-4.0,0.0,North Highlands,Twin Rivers Unified,1,0,0.3355,249,133,0.0,0.40508474576271186,0.0327263779527559
060133205103,Oakdale Elementary,38.653623,-121.377895,623.0,25.0,1,1,24.92,0.0415636485131974,0.0619761499148211,-4.0,0.0,North Highlands,Twin Rivers Unified,1,0,0.3194,254,51,0.0,0.4135593220338983,0.012549212598425197
060133205104,Orchard Elementary,38.697549,-121.440984,341.0,13.0,1,1,26.23076923076923,0.022719679251587,0.0653256453937885,-4.0,0.0,Rio Linda,Twin Rivers Unified,0,0,0.1158,205,30,0.0,0.33050847457627114,0.0073818897637795275
060133205105,Pioneer Elementary,38.672927,-121.342646,603.0,23.0,1,1,26.217391304347824,0.0402271967925158,0.0652914598918598,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.0742,226,113,0.0,0.36610169491525424,0.02780511811023622
060133205107,Sierra View Elementary,38.699043,-121.378876,297.0,11.0,1,1,27.0,0.0197794854660875,0.0672913117546848,-4.0,0.0,North Highlands,Twin Rivers Unified,0,0,0.1387,27,72,0.0,0.0288135593220339,0.017716535433070866
060133205108,Village Elementary,38.692306,-121.371491,408.0,16.0,1,1,25.5,0.0271967925158703,0.0634582623509369,-4.0,0.0,North Highlands,Twin Rivers Unified,0,0,0.1962,264,29,0.0,0.43050847457627117,0.007135826771653543
060133205109,Woodridge Elementary,38.672721,-121.351146,638.0,24.0,1,1,26.58333333333333,0.0425659873037086,0.0662265758091993,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.0925,240,236,0.0,0.38983050847457623,0.058070866141732284
060133207240,Elwood J. Keema High,38.640577,-121.437208,1032.0,35.0,4,4,29.485714285714284,0.0688940862011359,0.0736432221951813,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.0885,114,176,0.0,0.17627118644067796,0.04330708661417323
060133207727,Pacific Career and Technology High,38.684469,-121.37224,124.0,9.0,3,4,13.77777777777778,0.0082191780821917,0.033503691084611,-4.0,0.0,North Highlands,Twin Rivers Unified,0,0,0.2209,207,43,0.0,0.3338983050847457,0.010580708661417323
060133207728,Miles P. Richmond,38.68462,-121.36055,54.0,6.0,3,2,9.0,0.0035415970598062,0.0212947189097103,-4.0,0.0,North Highlands,Twin Rivers Unified,0,0,0.1519,175,20,0.0,0.2796610169491525,0.004921259842519685
060133207729,Martin Luther King Jr. Technology Academy,38.623456,-121.452179,383.0,23.0,2,1,16.652173913043477,0.0255262278650183,0.0408488260128879,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.3343,81,84,0.0,0.12033898305084746,0.020669291338582675
060133208818,Garden Valley Elementary,38.633581,-121.477294,315.0,12.0,1,1,26.25,0.0209822920147009,0.0653747870528109,-4.0,0.0,Sacramento,Twin Rivers Unified,1,0,0.347,225,108,0.0,0.3644067796610169,0.0265748031496063
060133208952,Ridgepoint Elementary,38.70054,-121.356285,636.0,24.0,1,1,26.5,0.0424323421316404,0.0660136286201022,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.1273,243,104,0.0,0.3949152542372881,0.025590551181102362
060133209623,Westside Elementary,38.686459,-121.466628,329.0,12.0,1,1,27.416666666666668,0.021917808219178,0.0683560477001703,-4.0,0.0,Rio Linda,Twin Rivers Unified,0,0,0.1681,185,124,0.0,0.2966101694915254,0.03051181102362205
060133210598,Vista Nueva Career and Technology High,38.640487,-121.418522,114.0,11.0,3,4,10.363636363636363,0.0075509522218509,0.0247793092767539,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.2739,242,28,0.0,0.3932203389830508,0.006889763779527559
060133211074,Creative Connections Arts Academy,38.700571,-121.370196,664.0,32.0,4,1,20.75,0.0443033745405947,0.051320272572402,-4.0,0.0,North Highlands,Twin Rivers Unified,0,0,0.2862,64,201,0.0,0.09152542372881356,0.04945866141732284
060133211201,Norwood Junior High,38.652562,-121.457692,436.0,25.0,2,1,17.44,0.0290678249248245,0.042862010221465,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.1337,71,167,0.0,0.10338983050847457,0.041092519685039366
060133211730,Regency Park Elementary,38.681385,-121.500543,649.0,25.0,1,1,25.96,0.0433010357500835,0.0646337308347529,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.073,60,57,0.0,0.0847457627118644,0.014025590551181102
060133213020,Nova Opportunity,38.640487,-121.418522,6.0,5.0,2,1,1.2,0.0003341129301703,0.0013628620102214,-4.0,0.0,Sacramento,Twin Rivers Unified,0,0,0.1415,27,2,0.0,0.0288135593220339,0.0004921259842519685
060133902076,Hamilton Elementary,39.739925,-122.016011,412.0,18.0,1,1,22.88888888888889,0.0274640828600066,0.056785917092561,-4.0,0.0,Hamilton City,Hamilton Unified,0,0,0.1364,279,38,0.0,0.4559322033898305,0.009350393700787402
060133902078,Hamilton High,39.745508,-122.019438,288.0,20.0,3,1,14.4,0.0191780821917808,0.0350936967632027,130.0,0.0573875802997858,Hamilton City,Hamilton Unified,1,0,0.3352,43,97,0.0,0.055932203389830515,0.02386811023622047
060133910219,Ella Barkley High,39.74571,-122.016725,9.0,1.0,3,4,9.0,0.0005345806882726,0.0212947189097103,-4.0,0.0,Hamilton City,Hamilton Unified,0,0,0.1494,107,3,0.0,0.16440677966101694,0.0007381889763779527
060140900490,Home Street Middle,37.363,-118.4028,436.0,21.0,2,1,20.761904761904763,0.0290678249248245,0.0513506935994159,-4.0,0.0,Bishop,Bishop Unified,1,0,0.2909,394,147,0.0,0.6508474576271187,0.03617125984251968
060140900491,Bishop Union High,37.3631,-118.3994,625.0,31.0,3,1,20.161290322580644,0.0416972936852656,0.0498159037203934,126.0,0.0556745182012847,Bishop,Bishop Unified,1,0,0.4524,333,73,0.0,0.5474576271186441,0.01796259842519685
060140904490,Keith B. Bright High (Juvenile Hall),37.360302,-118.434249,2.0,1.0,3,4,2.0,6.682258603407952e-05,0.0034071550255536,-4.0,0.0,Bishop,Bishop Unified,0,0,0.1532,247,0,0.0,0.4016949152542373,0.0
060140909309,Bishop Elementary,37.3645,-118.406,817.0,38.0,1,1,21.5,0.0545272302038088,0.0532367972742759,-4.0,0.0,Bishop,Bishop Unified,0,0,0.0449,295,308,0.0,0.4830508474576271,0.07578740157480315
060140909310,Palisade Glacier High (Continuation),37.15245,-118.32809,38.0,3.0,3,4,12.666666666666666,0.0024724356832609,0.0306643952299829,-4.0,0.0,Big Pine,Bishop Unified,1,0,0.3691,184,1,0.0,0.2949152542372881,0.00024606299212598425
060140910805,CDS Home Street,37.362969,-118.402848,12.0,1.0,2,4,12.0,0.0007350484463748,0.0289608177172061,-4.0,0.0,Bishop,Bishop Unified,0,0,0.0739,298,0,0.0,0.488135593220339,0.0
060140912380,CDS Bishop Elementary,37.3645,-118.406,1.0,1.0,1,4,1.0,0.0,0.0008517887563884,-4.0,0.0,Bishop,Bishop Unified,0,0,0.0233,299,0,0.0,0.48983050847457626,0.0
060140913022,CDS Bishop High,37.3622,-118.4028,4.0,1.0,3,4,4.0,0.0002004677581022,0.0085178875638841,-4.0,0.0,Bishop,Bishop Unified,0,0,0.1981,87,1,0.0,0.13050847457627118,0.00024606299212598425
060141002500,Lammersville Elementary,37.751256,-121.514187,457.0,21.0,1,1,21.761904761904763,0.0304710992315402,0.0539060598685811,-4.0,0.0,Tracy,Lammersville Joint Unified,0,0,0.0739,119,98,0.0,0.18474576271186438,0.024114173228346455
060141011412,Wicklund Elementary,37.771921,-121.540515,789.0,35.0,1,1,22.542857142857144,0.0526561977948546,0.0559016792406911,-4.0,0.0,Mountain House,Lammersville Joint Unified,0,0,0.0998,194,61,0.0,0.311864406779661,0.015009842519685039
060141012109,Bethany Elementary,37.773101,-121.549896,782.0,31.0,1,1,25.225806451612904,0.0521884396926161,0.0627575974061658,-4.0,0.0,Mountain House,Lammersville Joint Unified,0,0,0.1538,190,245,0.0,0.30508474576271183,0.06028543307086614
060141012551,Sebastian Questa Elementary,37.788578,-121.551636,723.0,31.0,1,1,23.32258064516129,0.0482459071166054,0.0578941583777545,-4.0,0.0,Mountain House,Lammersville Joint Unified,1,0,0.4143,271,50,0.0,0.44237288135593217,0.012303149606299212
060141013692,Mountain House High,37.764959,-121.546057,1974.0,80.0,3,1,24.675,0.1318409622452389,0.0613500851788756,340.0,0.147323340471092,Mountain House,Lammersville Joint Unified,0,0,0.1663,117,309,0.0,0.1813559322033898,0.07603346456692914
060141013781,Altamont Elementary,37.78263,-121.55084,589.0,25.0,1,1,23.56,0.0392916805880387,0.0585008517887563,-4.0,0.0,Mountain House,Lammersville Joint Unified,0,0,0.1566,92,169,0.0,0.1389830508474576,0.04158464566929134
